timestamp,channel,action,payload
1779807697901,CH1,POWER (Simulated),0.364
1779807698901,CH1,POWER (Simulated),2.639
1779807699901,CH1,POWER (Simulated),2.653
1779807700901,CH1,POWER (Simulated),3.692
1779807701901,CH1,POWER (Simulated),3.811
1779807702901,CH1,POWER (Simulated),0.743
1779807703901,CH1,POWER (Simulated),0.113
1779807704901,CH1,POWER (Simulated),2.683
1779807705900,CH1,POWER (Simulated),2.914
1779807706901,CH1,POWER (Simulated),0.644
1779807707901,CH1,POWER (Simulated),0.893
1779807708900,CH1,POWER (Simulated),0.382
1779807709901,CH1,POWER (Simulated),0.260
1779807710901,CH1,POWER (Simulated),4.214
1779807711901,CH1,POWER (Simulated),4.462
1779807712901,CH1,POWER (Simulated),4.100
1779807713901,CH1,POWER (Simulated),2.209
1779807714901,CH1,POWER (Simulated),4.989
1779807715901,CH1,POWER (Simulated),3.046
1779807716901,CH1,POWER (Simulated),4.881
1779807717901,CH1,POWER (Simulated),4.599
1779807718901,CH1,POWER (Simulated),0.212
1779807719900,CH1,POWER (Simulated),2.288
1779807720901,CH1,POWER (Simulated),1.448
1779807721901,CH1,POWER (Simulated),4.464
1779807722901,CH1,POWER (Simulated),4.970
1779807723901,CH1,POWER (Simulated),2.728
1779807724901,CH1,POWER (Simulated),3.043
1779807725901,CH1,POWER (Simulated),0.750
1779807726900,CH1,POWER (Simulated),0.269
1779807727901,CH1,POWER (Simulated),4.580
1779807728900,CH1,POWER (Simulated),4.426
1779807729901,CH1,POWER (Simulated),1.237
1779807730901,CH1,POWER (Simulated),0.526
1779807731901,CH1,POWER (Simulated),3.319
1779807732901,CH1,POWER (Simulated),3.519
1779807733901,CH1,POWER (Simulated),2.067
1779807734901,CH1,POWER (Simulated),2.933
1779807735900,CH1,POWER (Simulated),1.586
1779807736901,CH1,POWER (Simulated),0.926
1779807737901,CH1,POWER (Simulated),3.563
1779807738900,CH1,POWER (Simulated),1.631
1779807739901,CH1,POWER (Simulated),3.906
1779807740901,CH1,POWER (Simulated),0.591
1779807741901,CH1,POWER (Simulated),1.540
1779807742901,CH1,POWER (Simulated),0.549
1779807743901,CH1,POWER (Simulated),1.323
1779807744901,CH1,POWER (Simulated),1.598
1779807745901,CH1,POWER (Simulated),2.540
1779807746901,CH1,POWER (Simulated),2.940
1779807747901,CH1,POWER (Simulated),2.254
1779807748901,CH1,POWER (Simulated),4.269
1779807749901,CH1,POWER (Simulated),1.664
1779807750901,CH1,POWER (Simulated),4.114
1779807751900,CH1,POWER (Simulated),1.549
1779807752901,CH1,POWER (Simulated),4.696
1779807753901,CH1,POWER (Simulated),0.112
1779807754901,CH1,POWER (Simulated),3.317
